voldoende,blok,student,toets_code,toets_naam
1,3,91,13,13.0
0,3,92,13,13.0
0,3,93,13,13.0
0,3,94,13,13.0
0,3,95,13,13.0
1,3,96,13,13.0
0,3,97,13,13.0
0,3,98,13,13.0
0,3,99,13,13.0
1,3,100,13,13.0
1,3,101,13,13.0
1,3,102,13,13.0
0,3,103,13,13.0
1,3,104,13,13.0
0,3,105,13,13.0
0,3,106,13,13.0
0,3,107,13,13.0
1,3,108,13,13.0
0,3,109,13,13.0
1,3,110,13,13.0
1,3,111,13,13.0
1,3,112,13,13.0
1,3,113,13,13.0
1,3,114,13,13.0
0,3,115,13,13.0
1,3,116,13,13.0
1,3,117,13,13.0
0,3,118,13,13.0
0,3,119,13,13.0
1,3,120,13,13.0
1,3,121,13,13.0
1,3,122,13,13.0
1,3,123,13,13.0
0,3,124,13,13.0
0,3,125,13,13.0
0,3,126,13,13.0
1,3,127,13,13.0
1,3,128,13,13.0
0,3,129,13,13.0
0,3,130,13,13.0
0,3,131,13,13.0
0,3,132,13,13.0
0,3,133,13,13.0
1,3,134,13,13.0
1,3,135,13,13.0
0,3,136,13,13.0
1,3,137,13,13.0
1,3,138,13,13.0
1,3,139,13,13.0
1,3,140,13,13.0
1,3,141,13,13.0
1,3,142,13,13.0
0,3,143,13,13.0
1,3,144,13,13.0
0,3,145,13,13.0
1,3,146,13,13.0
0,3,147,13,13.0
0,3,148,13,13.0
0,3,149,13,13.0
1,3,150,13,13.0
1,3,151,13,13.0
1,3,152,13,13.0
0,3,153,13,13.0
1,3,154,13,13.0
1,3,155,13,13.0
1,3,156,13,13.0
0,3,157,13,13.0
1,3,158,13,13.0
1,3,159,13,13.0
1,3,160,13,13.0
0,4,1,14,14.0
1,4,2,14,14.0
1,4,3,14,14.0
0,4,4,14,14.0
1,4,5,14,14.0
1,4,6,14,14.0
0,4,7,14,14.0
1,4,8,14,14.0
1,4,9,14,14.0
0,4,10,14,14.0
1,4,11,14,14.0
0,4,12,14,14.0
0,4,13,14,14.0
0,4,14,14,14.0
1,4,15,14,14.0
1,4,16,14,14.0
1,4,17,14,14.0
1,4,18,14,14.0
1,4,19,14,14.0
1,4,20,14,14.0
0,4,21,14,14.0
0,4,22,14,14.0
1,4,23,14,14.0
1,4,24,14,14.0
1,4,25,14,14.0
0,4,26,14,14.0
1,4,27,14,14.0
1,4,28,14,14.0
1,4,29,14,14.0
1,4,30,14,14.0
0,4,31,14,14.0
0,4,32,14,14.0
0,4,33,14,14.0
0,4,34,14,14.0
1,4,35,14,14.0
0,4,36,14,14.0
0,4,37,14,14.0
0,4,38,14,14.0
0,4,39,14,14.0
1,4,40,14,14.0
0,4,41,14,14.0
0,4,42,14,14.0
1,4,43,14,14.0
0,4,44,14,14.0
1,4,45,14,14.0
1,4,46,14,14.0
1,4,47,14,14.0
1,4,48,14,14.0
1,4,49,14,14.0
1,4,50,14,14.0
1,4,51,14,14.0
0,4,52,14,14.0
1,4,53,14,14.0
0,4,54,14,14.0
1,4,55,14,14.0
0,4,56,14,14.0
0,4,57,14,14.0
1,4,58,14,14.0
1,4,59,14,14.0
0,4,60,14,14.0
0,4,61,14,14.0
1,4,62,14,14.0
1,4,63,14,14.0
1,4,64,14,14.0
1,4,65,14,14.0
1,4,66,14,14.0
1,4,67,14,14.0
1,4,68,14,14.0
0,4,69,14,14.0
0,4,70,14,14.0
1,4,71,14,14.0
0,4,72,14,14.0
1,4,73,14,14.0
1,4,74,14,14.0
1,4,75,14,14.0
0,4,76,14,14.0
1,4,77,14,14.0
1,4,78,14,14.0
0,4,79,14,14.0
0,4,80,14,14.0
1,4,81,14,14.0
0,4,82,14,14.0
0,4,83,14,14.0
1,4,84,14,14.0
1,4,85,14,14.0
0,4,86,14,14.0
1,4,87,14,14.0
0,4,88,14,14.0
1,4,89,14,14.0
0,4,90,14,14.0
0,4,91,14,14.0
1,4,92,14,14.0
0,4,93,14,14.0
1,4,94,14,14.0
1,4,95,14,14.0
1,4,96,14,14.0
1,4,97,14,14.0
1,4,98,14,14.0
0,4,99,14,14.0
1,4,100,14,14.0
0,4,101,14,14.0
1,4,102,14,14.0
0,4,103,14,14.0
0,4,104,14,14.0
0,4,105,14,14.0
1,4,106,14,14.0
1,4,107,14,14.0
0,4,108,14,14.0
0,4,109,14,14.0
0,4,110,14,14.0
0,4,111,14,14.0
0,4,112,14,14.0
1,4,113,14,14.0
1,4,114,14,14.0
1,4,115,14,14.0
1,4,116,14,14.0
1,4,117,14,14.0
0,4,118,14,14.0
0,4,119,14,14.0
0,4,120,14,14.0
1,4,121,14,14.0
1,4,122,14,14.0
1,4,123,14,14.0
1,4,124,14,14.0
0,4,125,14,14.0
1,4,126,14,14.0
1,4,127,14,14.0
1,4,128,14,14.0
0,4,129,14,14.0
1,4,130,14,14.0
1,4,131,14,14.0
0,4,132,14,14.0
1,4,133,14,14.0
1,4,134,14,14.0
0,4,135,14,14.0
0,4,136,14,14.0
0,4,137,14,14.0
0,4,138,14,14.0
1,4,139,14,14.0
1,4,140,14,14.0
0,4,141,14,14.0
0,4,142,14,14.0
1,4,143,14,14.0
0,4,144,14,14.0
1,4,145,14,14.0
1,4,146,14,14.0
1,4,147,14,14.0
0,4,148,14,14.0
1,4,149,14,14.0
1,4,150,14,14.0
0,4,151,14,14.0
1,4,152,14,14.0
0,4,153,14,14.0
0,4,154,14,14.0
1,4,155,14,14.0
0,4,156,14,14.0
0,4,157,14,14.0
1,4,158,14,14.0
1,4,159,14,14.0
0,4,160,14,14.0
