voldoende,blok,student,toets_code,toets_naam
1,2,57,8,8
1,2,58,8,8
1,2,59,8,8
1,2,60,8,8
1,2,61,8,8
1,2,62,8,8
1,2,63,8,8
1,2,64,8,8
1,2,65,8,8
1,2,66,8,8
1,2,67,8,8
1,2,68,8,8
1,2,69,8,8
1,2,70,8,8
1,2,71,8,8
1,2,72,8,8
1,2,73,8,8
1,2,74,8,8
1,2,75,8,8
1,2,76,8,8
1,2,77,8,8
1,2,78,8,8
1,2,79,8,8
1,2,80,8,8
1,2,81,8,8
1,2,82,8,8
1,2,83,8,8
1,2,84,8,8
1,2,85,8,8
1,2,86,8,8
1,2,87,8,8
1,2,88,8,8
1,2,89,8,8
1,2,90,8,8
1,2,91,8,8
1,2,92,8,8
1,2,93,8,8
1,2,94,8,8
1,2,95,8,8
1,2,96,8,8
1,2,97,8,8
1,2,98,8,8
1,2,99,8,8
1,2,100,8,8
1,2,101,8,8
1,2,102,8,8
1,2,103,8,8
1,2,104,8,8
1,2,105,8,8
1,2,106,8,8
1,2,107,8,8
1,2,108,8,8
1,2,109,8,8
1,2,110,8,8
1,2,111,8,8
1,2,112,8,8
1,2,113,8,8
1,2,114,8,8
1,2,115,8,8
1,2,116,8,8
1,2,117,8,8
1,2,118,8,8
1,2,119,8,8
1,2,120,8,8
1,2,121,8,8
1,2,122,8,8
1,2,123,8,8
1,2,124,8,8
1,2,125,8,8
1,2,126,8,8
1,2,127,8,8
1,2,128,8,8
1,2,129,8,8
1,2,130,8,8
1,2,131,8,8
1,2,132,8,8
1,2,133,8,8
1,2,134,8,8
1,2,135,8,8
1,2,136,8,8
1,2,137,8,8
1,2,138,8,8
1,2,139,8,8
1,2,140,8,8
1,2,141,8,8
1,2,142,8,8
1,2,143,8,8
1,2,144,8,8
1,2,145,8,8
1,2,146,8,8
1,2,147,8,8
1,2,148,8,8
1,2,149,8,8
1,2,150,8,8
1,2,151,8,8
1,2,152,8,8
1,2,153,8,8
1,2,154,8,8
1,2,155,8,8
1,2,156,8,8
1,2,157,8,8
1,2,158,8,8
1,2,159,8,8
1,2,160,8,8
1,3,1,9,9
1,3,2,9,9
1,3,3,9,9
1,3,4,9,9
1,3,5,9,9
1,3,6,9,9
1,3,7,9,9
1,3,8,9,9
1,3,9,9,9
1,3,10,9,9
1,3,11,9,9
1,3,12,9,9
1,3,13,9,9
1,3,14,9,9
1,3,15,9,9
1,3,16,9,9
1,3,17,9,9
1,3,18,9,9
1,3,19,9,9
1,3,20,9,9
1,3,21,9,9
1,3,22,9,9
1,3,23,9,9
1,3,24,9,9
1,3,25,9,9
1,3,26,9,9
1,3,27,9,9
1,3,28,9,9
1,3,29,9,9
1,3,30,9,9
1,3,31,9,9
1,3,32,9,9
1,3,33,9,9
1,3,34,9,9
1,3,35,9,9
1,3,36,9,9
1,3,37,9,9
1,3,38,9,9
1,3,39,9,9
1,3,40,9,9
1,3,41,9,9
1,3,42,9,9
1,3,43,9,9
1,3,44,9,9
1,3,45,9,9
1,3,46,9,9
1,3,47,9,9
1,3,48,9,9
1,3,49,9,9
1,3,50,9,9
1,3,51,9,9
1,3,52,9,9
1,3,53,9,9
1,3,54,9,9
1,3,55,9,9
1,3,56,9,9
1,3,57,9,9
1,3,58,9,9
1,3,59,9,9
1,3,60,9,9
1,3,61,9,9
1,3,62,9,9
1,3,63,9,9
1,3,64,9,9
1,3,65,9,9
1,3,66,9,9
1,3,67,9,9
1,3,68,9,9
1,3,69,9,9
1,3,70,9,9
1,3,71,9,9
1,3,72,9,9
1,3,73,9,9
1,3,74,9,9
1,3,75,9,9
1,3,76,9,9
1,3,77,9,9
1,3,78,9,9
1,3,79,9,9
1,3,80,9,9
1,3,81,9,9
1,3,82,9,9
1,3,83,9,9
1,3,84,9,9
1,3,85,9,9
1,3,86,9,9
1,3,87,9,9
1,3,88,9,9
1,3,89,9,9
1,3,90,9,9
1,3,91,9,9
1,3,92,9,9
1,3,93,9,9
1,3,94,9,9
1,3,95,9,9
1,3,96,9,9
1,3,97,9,9
1,3,98,9,9
1,3,99,9,9
1,3,100,9,9
1,3,101,9,9
1,3,102,9,9
1,3,103,9,9
1,3,104,9,9
1,3,105,9,9
1,3,106,9,9
1,3,107,9,9
1,3,108,9,9
1,3,109,9,9
1,3,110,9,9
1,3,111,9,9
1,3,112,9,9
1,3,113,9,9
1,3,114,9,9
1,3,115,9,9
1,3,116,9,9
1,3,117,9,9
1,3,118,9,9
1,3,119,9,9
1,3,120,9,9
1,3,121,9,9
1,3,122,9,9
1,3,123,9,9
1,3,124,9,9
1,3,125,9,9
1,3,126,9,9
1,3,127,9,9
1,3,128,9,9
1,3,129,9,9
1,3,130,9,9
1,3,131,9,9
1,3,132,9,9
1,3,133,9,9
1,3,134,9,9
1,3,135,9,9
1,3,136,9,9
1,3,137,9,9
1,3,138,9,9
1,3,139,9,9
1,3,140,9,9
1,3,141,9,9
1,3,142,9,9
1,3,143,9,9
1,3,144,9,9
1,3,145,9,9
1,3,146,9,9
1,3,147,9,9
1,3,148,9,9
1,3,149,9,9
1,3,150,9,9
1,3,151,9,9
1,3,152,9,9
1,3,153,9,9
1,3,154,9,9
1,3,155,9,9
1,3,156,9,9
1,3,157,9,9
1,3,158,9,9
1,3,159,9,9
1,3,160,9,9
1,4,1,10,10
1,4,2,10,10
1,4,3,10,10
1,4,4,10,10
1,4,5,10,10
1,4,6,10,10
1,4,7,10,10
1,4,8,10,10
1,4,9,10,10
1,4,10,10,10
1,4,11,10,10
1,4,12,10,10
1,4,13,10,10
1,4,14,10,10
1,4,15,10,10
1,4,16,10,10
1,4,17,10,10
1,4,18,10,10
1,4,19,10,10
1,4,20,10,10
1,4,21,10,10
1,4,22,10,10
1,4,23,10,10
1,4,24,10,10
1,4,25,10,10
1,4,26,10,10
1,4,27,10,10
1,4,28,10,10
1,4,29,10,10
1,4,30,10,10
1,4,31,10,10
1,4,32,10,10
1,4,33,10,10
1,4,34,10,10
1,4,35,10,10
1,4,36,10,10
1,4,37,10,10
1,4,38,10,10
1,4,39,10,10
1,4,40,10,10
1,4,41,10,10
1,4,42,10,10
1,4,43,10,10
1,4,44,10,10
1,4,45,10,10
1,4,46,10,10
1,4,47,10,10
1,4,48,10,10
1,4,49,10,10
1,4,50,10,10
1,4,51,10,10
1,4,52,10,10
1,4,53,10,10
1,4,54,10,10
1,4,55,10,10
1,4,56,10,10
1,4,57,10,10
1,4,58,10,10
1,4,59,10,10
1,4,60,10,10
1,4,61,10,10
1,4,62,10,10
1,4,63,10,10
1,4,64,10,10
1,4,65,10,10
1,4,66,10,10
1,4,67,10,10
1,4,68,10,10
1,4,69,10,10
1,4,70,10,10
1,4,71,10,10
1,4,72,10,10
1,4,73,10,10
1,4,74,10,10
1,4,75,10,10
1,4,76,10,10
1,4,77,10,10
1,4,78,10,10
1,4,79,10,10
1,4,80,10,10
1,4,81,10,10
1,4,82,10,10
1,4,83,10,10
1,4,84,10,10
1,4,85,10,10
1,4,86,10,10
1,4,87,10,10
1,4,88,10,10
1,4,89,10,10
1,4,90,10,10
1,4,91,10,10
1,4,92,10,10
1,4,93,10,10
1,4,94,10,10
1,4,95,10,10
1,4,96,10,10
1,4,97,10,10
1,4,98,10,10
1,4,99,10,10
1,4,100,10,10
1,4,101,10,10
1,4,102,10,10
1,4,103,10,10
1,4,104,10,10
1,4,105,10,10
1,4,106,10,10
1,4,107,10,10
1,4,108,10,10
1,4,109,10,10
1,4,110,10,10
1,4,111,10,10
1,4,112,10,10
1,4,113,10,10
1,4,114,10,10
1,4,115,10,10
1,4,116,10,10
1,4,117,10,10
1,4,118,10,10
1,4,119,10,10
1,4,120,10,10
1,4,121,10,10
1,4,122,10,10
1,4,123,10,10
1,4,124,10,10
1,4,125,10,10
1,4,126,10,10
1,4,127,10,10
1,4,128,10,10
1,4,129,10,10
1,4,130,10,10
1,4,131,10,10
1,4,132,10,10
1,4,133,10,10
1,4,134,10,10
1,4,135,10,10
1,4,136,10,10
1,4,137,10,10
1,4,138,10,10
1,4,139,10,10
1,4,140,10,10
1,4,141,10,10
1,4,142,10,10
1,4,143,10,10
1,4,144,10,10
1,4,145,10,10
1,4,146,10,10
1,4,147,10,10
1,4,148,10,10
1,4,149,10,10
1,4,150,10,10
1,4,151,10,10
1,4,152,10,10
1,4,153,10,10
1,4,154,10,10
1,4,155,10,10
1,4,156,10,10
1,4,157,10,10
1,4,158,10,10
1,4,159,10,10
1,4,160,10,10
