voldoende,blok,student,toets_code,toets_naam
1,2,109,3,3
1,2,110,3,3
1,2,111,3,3
1,2,112,3,3
1,2,113,3,3
1,2,114,3,3
1,2,115,3,3
1,2,116,3,3
1,2,117,3,3
1,2,118,3,3
1,2,119,3,3
1,2,120,3,3
1,2,121,3,3
1,2,122,3,3
1,2,123,3,3
1,2,124,3,3
1,2,125,3,3
1,2,126,3,3
1,2,127,3,3
1,2,128,3,3
1,2,129,3,3
1,2,130,3,3
1,2,131,3,3
1,2,132,3,3
1,2,133,3,3
1,2,134,3,3
1,2,135,3,3
1,2,136,3,3
1,2,137,3,3
1,2,138,3,3
1,2,139,3,3
1,2,140,3,3
1,2,141,3,3
1,2,142,3,3
1,2,143,3,3
1,2,144,3,3
1,2,145,3,3
1,2,146,3,3
1,2,147,3,3
1,2,148,3,3
1,2,149,3,3
1,2,150,3,3
1,2,151,3,3
1,2,152,3,3
1,2,153,3,3
1,2,154,3,3
1,2,155,3,3
1,2,156,3,3
1,2,157,3,3
1,2,158,3,3
1,2,159,3,3
1,2,160,3,3
1,3,1,4,4
1,3,2,4,4
1,3,3,4,4
1,3,4,4,4
1,3,5,4,4
1,3,6,4,4
1,3,7,4,4
1,3,8,4,4
1,3,9,4,4
1,3,10,4,4
1,3,11,4,4
1,3,12,4,4
1,3,13,4,4
1,3,14,4,4
1,3,15,4,4
1,3,16,4,4
1,3,17,4,4
1,3,18,4,4
1,3,19,4,4
1,3,20,4,4
1,3,21,4,4
1,3,22,4,4
1,3,23,4,4
1,3,24,4,4
1,3,25,4,4
1,3,26,4,4
1,3,27,4,4
1,3,28,4,4
1,3,29,4,4
1,3,30,4,4
1,3,31,4,4
1,3,32,4,4
1,3,33,4,4
1,3,34,4,4
1,3,35,4,4
1,3,36,4,4
1,3,37,4,4
1,3,38,4,4
1,3,39,4,4
1,3,40,4,4
1,3,41,4,4
1,3,42,4,4
1,3,43,4,4
1,3,44,4,4
1,3,45,4,4
1,3,46,4,4
1,3,47,4,4
1,3,48,4,4
1,3,49,4,4
1,3,50,4,4
1,3,51,4,4
1,3,52,4,4
1,3,53,4,4
1,3,54,4,4
1,3,55,4,4
1,3,56,4,4
1,3,57,4,4
1,3,58,4,4
1,3,59,4,4
1,3,60,4,4
1,3,61,4,4
1,3,62,4,4
1,3,63,4,4
1,3,64,4,4
1,3,65,4,4
1,3,66,4,4
1,3,67,4,4
1,3,68,4,4
1,3,69,4,4
1,3,70,4,4
1,3,71,4,4
1,3,72,4,4
1,3,73,4,4
1,3,74,4,4
1,3,75,4,4
1,3,76,4,4
1,3,77,4,4
1,3,78,4,4
1,3,79,4,4
1,3,80,4,4
1,3,81,4,4
1,3,82,4,4
1,3,83,4,4
1,3,84,4,4
1,3,85,4,4
1,3,86,4,4
1,3,87,4,4
1,3,88,4,4
1,3,89,4,4
1,3,90,4,4
1,3,91,4,4
1,3,92,4,4
1,3,93,4,4
1,3,94,4,4
1,3,95,4,4
1,3,96,4,4
1,3,97,4,4
1,3,98,4,4
1,3,99,4,4
1,3,100,4,4
1,3,101,4,4
1,3,102,4,4
1,3,103,4,4
1,3,104,4,4
1,3,105,4,4
1,3,106,4,4
1,3,107,4,4
1,3,108,4,4
1,3,109,4,4
1,3,110,4,4
1,3,111,4,4
1,3,112,4,4
1,3,113,4,4
1,3,114,4,4
1,3,115,4,4
1,3,116,4,4
1,3,117,4,4
1,3,118,4,4
1,3,119,4,4
1,3,120,4,4
1,3,121,4,4
1,3,122,4,4
1,3,123,4,4
1,3,124,4,4
1,3,125,4,4
1,3,126,4,4
1,3,127,4,4
1,3,128,4,4
1,3,129,4,4
1,3,130,4,4
1,3,131,4,4
1,3,132,4,4
1,3,133,4,4
1,3,134,4,4
1,3,135,4,4
1,3,136,4,4
1,3,137,4,4
1,3,138,4,4
1,3,139,4,4
1,3,140,4,4
1,3,141,4,4
1,3,142,4,4
1,3,143,4,4
1,3,144,4,4
1,3,145,4,4
1,3,146,4,4
1,3,147,4,4
1,3,148,4,4
1,3,149,4,4
1,3,150,4,4
1,3,151,4,4
1,3,152,4,4
1,3,153,4,4
1,3,154,4,4
1,3,155,4,4
1,3,156,4,4
1,3,157,4,4
1,3,158,4,4
1,3,159,4,4
1,3,160,4,4
1,4,1,5,5
1,4,2,5,5
1,4,3,5,5
1,4,4,5,5
1,4,5,5,5
1,4,6,5,5
1,4,7,5,5
1,4,8,5,5
1,4,9,5,5
1,4,10,5,5
1,4,11,5,5
1,4,12,5,5
1,4,13,5,5
1,4,14,5,5
1,4,15,5,5
1,4,16,5,5
1,4,17,5,5
1,4,18,5,5
1,4,19,5,5
1,4,20,5,5
1,4,21,5,5
1,4,22,5,5
1,4,23,5,5
1,4,24,5,5
1,4,25,5,5
1,4,26,5,5
1,4,27,5,5
1,4,28,5,5
1,4,29,5,5
1,4,30,5,5
1,4,31,5,5
1,4,32,5,5
1,4,33,5,5
1,4,34,5,5
1,4,35,5,5
1,4,36,5,5
1,4,37,5,5
1,4,38,5,5
1,4,39,5,5
1,4,40,5,5
1,4,41,5,5
1,4,42,5,5
1,4,43,5,5
1,4,44,5,5
1,4,45,5,5
1,4,46,5,5
1,4,47,5,5
1,4,48,5,5
1,4,49,5,5
1,4,50,5,5
1,4,51,5,5
1,4,52,5,5
1,4,53,5,5
1,4,54,5,5
1,4,55,5,5
1,4,56,5,5
1,4,57,5,5
1,4,58,5,5
1,4,59,5,5
1,4,60,5,5
1,4,61,5,5
1,4,62,5,5
1,4,63,5,5
1,4,64,5,5
1,4,65,5,5
1,4,66,5,5
1,4,67,5,5
1,4,68,5,5
1,4,69,5,5
1,4,70,5,5
1,4,71,5,5
1,4,72,5,5
1,4,73,5,5
1,4,74,5,5
1,4,75,5,5
1,4,76,5,5
1,4,77,5,5
1,4,78,5,5
1,4,79,5,5
1,4,80,5,5
1,4,81,5,5
1,4,82,5,5
1,4,83,5,5
1,4,84,5,5
1,4,85,5,5
1,4,86,5,5
1,4,87,5,5
1,4,88,5,5
1,4,89,5,5
1,4,90,5,5
1,4,91,5,5
1,4,92,5,5
1,4,93,5,5
1,4,94,5,5
1,4,95,5,5
1,4,96,5,5
1,4,97,5,5
1,4,98,5,5
1,4,99,5,5
1,4,100,5,5
1,4,101,5,5
1,4,102,5,5
1,4,103,5,5
1,4,104,5,5
1,4,105,5,5
1,4,106,5,5
1,4,107,5,5
1,4,108,5,5
1,4,109,5,5
1,4,110,5,5
1,4,111,5,5
1,4,112,5,5
1,4,113,5,5
1,4,114,5,5
1,4,115,5,5
1,4,116,5,5
1,4,117,5,5
1,4,118,5,5
1,4,119,5,5
1,4,120,5,5
1,4,121,5,5
1,4,122,5,5
1,4,123,5,5
1,4,124,5,5
1,4,125,5,5
1,4,126,5,5
1,4,127,5,5
1,4,128,5,5
1,4,129,5,5
1,4,130,5,5
1,4,131,5,5
1,4,132,5,5
1,4,133,5,5
1,4,134,5,5
1,4,135,5,5
1,4,136,5,5
1,4,137,5,5
1,4,138,5,5
1,4,139,5,5
1,4,140,5,5
1,4,141,5,5
1,4,142,5,5
1,4,143,5,5
1,4,144,5,5
1,4,145,5,5
1,4,146,5,5
1,4,147,5,5
1,4,148,5,5
1,4,149,5,5
1,4,150,5,5
1,4,151,5,5
1,4,152,5,5
1,4,153,5,5
1,4,154,5,5
1,4,155,5,5
1,4,156,5,5
1,4,157,5,5
1,4,158,5,5
1,4,159,5,5
1,4,160,5,5
1,4,1,6,6
1,4,2,6,6
1,4,3,6,6
1,4,4,6,6
1,4,5,6,6
1,4,6,6,6
1,4,7,6,6
1,4,8,6,6
1,4,9,6,6
1,4,10,6,6
1,4,11,6,6
1,4,12,6,6
1,4,13,6,6
1,4,14,6,6
1,4,15,6,6
1,4,16,6,6
1,4,17,6,6
1,4,18,6,6
1,4,19,6,6
1,4,20,6,6
1,4,21,6,6
1,4,22,6,6
1,4,23,6,6
1,4,24,6,6
1,4,25,6,6
1,4,26,6,6
1,4,27,6,6
1,4,28,6,6
1,4,29,6,6
1,4,30,6,6
1,4,31,6,6
1,4,32,6,6
1,4,33,6,6
1,4,34,6,6
1,4,35,6,6
1,4,36,6,6
1,4,37,6,6
1,4,38,6,6
1,4,39,6,6
1,4,40,6,6
1,4,41,6,6
1,4,42,6,6
1,4,43,6,6
1,4,44,6,6
1,4,45,6,6
1,4,46,6,6
1,4,47,6,6
1,4,48,6,6
1,4,49,6,6
1,4,50,6,6
1,4,51,6,6
1,4,52,6,6
1,4,53,6,6
1,4,54,6,6
1,4,55,6,6
1,4,56,6,6
1,4,57,6,6
1,4,58,6,6
1,4,59,6,6
1,4,60,6,6
1,4,61,6,6
1,4,62,6,6
1,4,63,6,6
1,4,64,6,6
1,4,65,6,6
1,4,66,6,6
1,4,67,6,6
1,4,68,6,6
1,4,69,6,6
1,4,70,6,6
1,4,71,6,6
1,4,72,6,6
1,4,73,6,6
1,4,74,6,6
1,4,75,6,6
1,4,76,6,6
1,4,77,6,6
1,4,78,6,6
1,4,79,6,6
1,4,80,6,6
1,4,81,6,6
1,4,82,6,6
1,4,83,6,6
1,4,84,6,6
1,4,85,6,6
1,4,86,6,6
1,4,87,6,6
1,4,88,6,6
1,4,89,6,6
1,4,90,6,6
1,4,91,6,6
1,4,92,6,6
1,4,93,6,6
1,4,94,6,6
1,4,95,6,6
1,4,96,6,6
1,4,97,6,6
1,4,98,6,6
1,4,99,6,6
1,4,100,6,6
1,4,101,6,6
1,4,102,6,6
1,4,103,6,6
1,4,104,6,6
1,4,105,6,6
1,4,106,6,6
1,4,107,6,6
1,4,108,6,6
1,4,109,6,6
1,4,110,6,6
1,4,111,6,6
1,4,112,6,6
1,4,113,6,6
1,4,114,6,6
1,4,115,6,6
1,4,116,6,6
1,4,117,6,6
1,4,118,6,6
1,4,119,6,6
1,4,120,6,6
1,4,121,6,6
1,4,122,6,6
1,4,123,6,6
1,4,124,6,6
1,4,125,6,6
1,4,126,6,6
1,4,127,6,6
1,4,128,6,6
1,4,129,6,6
1,4,130,6,6
1,4,131,6,6
1,4,132,6,6
1,4,133,6,6
1,4,134,6,6
1,4,135,6,6
1,4,136,6,6
1,4,137,6,6
1,4,138,6,6
1,4,139,6,6
1,4,140,6,6
1,4,141,6,6
1,4,142,6,6
1,4,143,6,6
1,4,144,6,6
1,4,145,6,6
1,4,146,6,6
1,4,147,6,6
1,4,148,6,6
1,4,149,6,6
1,4,150,6,6
1,4,151,6,6
1,4,152,6,6
1,4,153,6,6
1,4,154,6,6
1,4,155,6,6
1,4,156,6,6
1,4,157,6,6
1,4,158,6,6
1,4,159,6,6
1,4,160,6,6
